"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2022/05/05","11:00","-0.272","-","-0.196"
"2022/05/05","12:00","-0.153","-","-0.093"
"2022/05/05","13:00","0","-","0.077"
"2022/05/05","14:00","0.168","-","0.27"
"2022/05/05","15:00","0.299","-","0.405"
"2022/05/05","16:00","0.334","-","0.391"
"2022/05/05","17:00","0.245","-","0.279"
"2022/05/05","18:00","0.053","-","0.068"
"2022/05/05","19:00","-0.177","-","-0.16"
"2022/05/05","20:00","-0.349","-","-0.28"
"2022/05/05","21:00","-0.386","-","-0.272"
"2022/05/05","22:00","-0.301","-","-0.179"
"2022/05/05","23:00","-0.164","-","-0.016"
"2022/05/06","00:00","-0.017","-","0.106"
"2022/05/06","01:00","0.13","-","0.261"
"2022/05/06","02:00","0.27","-","0.398"
"2022/05/06","03:00","0.379","-","0.497"
"2022/05/06","04:00","0.416","-","0.558"
"2022/05/06","05:00","0.355","-","0.487"
"2022/05/06","06:00","0.202","-","0.314"
"2022/05/06","07:00","-0.008","-","0.063"
"2022/05/06","08:00","-0.209","-","-0.175"
"2022/05/06","09:00","-0.325","-","-0.237"
"2022/05/06","10:00","-0.338","-","-0.215"
"2022/05/06","11:00","-0.291","-","-0.164"
"2022/05/06","12:00","-0.217","-","-0.123"
"2022/05/06","13:00","-0.111","-","-0.004"
"2022/05/06","14:00","0.029","-","0.132"
"2022/05/06","15:00","0.178","-","0.327"
"2022/05/06","16:00","0.282","-","0.404"
"2022/05/06","17:00","0.288","-","0.38"
"2022/05/06","18:00","0.183","-","0.277"
"2022/05/06","19:00","-0.003","-","0.045"
"2022/05/06","20:00","-0.201","-","-0.134"
"2022/05/06","21:00","-0.323","-","-0.203"
"2022/05/06","22:00","-0.324","-","-0.184"
"2022/05/06","23:00","-0.237","-","-0.081"
"2022/05/07","00:00","-0.12","-","0.05"
"2022/05/07","01:00","0.003","-","0.171"
"2022/05/07","02:00","0.132","-","0.32"
"2022/05/07","03:00","0.256","-","0.472"
"2022/05/07","04:00","0.344","-","0.519"
"2022/05/07","05:00","0.358","-","0.53"
"2022/05/07","06:00","0.28","-","0.437"
"2022/05/07","07:00","0.128","-","0.24"
"2022/05/07","08:00","-0.057","-","0.027"
"2022/05/07","09:00","-0.213","-","-0.066"
"2022/05/07","10:00","-0.288","-","-0.063"
"2022/05/07","11:00","-0.288","-","-0.007"
"2022/05/07","12:00","-0.252","-","-0.012"
"2022/05/07","13:00","-0.191","-","0.036"
"2022/05/07","14:00","-0.09","-","0.129"
"2022/05/07","15:00","0.049","-","0.297"
"2022/05/07","16:00","0.191","-","0.421"
"2022/05/07","17:00","0.276","-","0.519"
"2022/05/07","18:00","0.259","-","0.482"
"2022/05/07","19:00","0.141","-","0.335"
"2022/05/07","20:00","-0.034","-","0.107"
"2022/05/07","21:00","-0.199","-","-0.025"
"2022/05/07","22:00","-0.286","-","-0.092"
"2022/05/07","23:00","-0.276","-","-0.04"
"2022/05/08","00:00","-0.205","-","0.051"
"2022/05/08","01:00","-0.112","-","0.151"
"2022/05/08","02:00","-0.003","-","0.23"
"2022/05/08","03:00","0.122","-","0.388"
"2022/05/08","04:00","0.244","-","0.563"
"2022/05/08","05:00","0.323","-","0.67"
"2022/05/08","06:00","0.319","-","0.672"
"2022/05/08","07:00","0.226","-","0.558"
"2022/05/08","08:00","0.078","-","0.37"
"2022/05/08","09:00","-0.082","-","0.213"
"2022/05/08","10:00","-0.206","-","0.135"
"2022/05/08","11:00","-0.265","-","0.094"
"2022/05/08","12:00","-0.27","-","0.042"
"2022/05/08","13:00","-0.246","-","0.046"
"2022/05/08","14:00","-0.187","-","0.09"
"2022/05/08","15:00","-0.076","-","0.226"
"2022/05/08","16:00","0.076","-","0.411"
"2022/05/08","17:00","0.219","-","0.55"
"2022/05/08","18:00","0.289","-","0.585"
"2022/05/08","19:00","0.25","-","0.493"
"2022/05/08","20:00","0.125","-","0.334"
"2022/05/08","21:00","-0.037","-","0.219"
"2022/05/08","22:00","-0.182","-","0.115"
"2022/05/08","23:00","-0.26","-","0.048"
"2022/05/09","00:00","-0.259","-","0.028"
"2022/05/09","01:00","-0.21","-","0.034"
"2022/05/09","02:00","-0.132","-","0.128"
"2022/05/09","03:00","-0.022","-","0.247"
"2022/05/09","04:00","0.116","-","0.42"
"2022/05/09","05:00","0.247","-","0.602"
"2022/05/09","06:00","0.319","-","0.656"
"2022/05/09","07:00","0.298","-","0.613"
"2022/05/09","08:00","0.196","-","0.487"
"2022/05/09","09:00","0.053","-","0.33"
"2022/05/09","10:00","-0.095","-","0.182"
"2022/05/09","11:00","-0.212","-","0.072"
"2022/05/09","12:00","-0.275","-","0.012"
"2022/05/09","13:00","-0.289","-","-0.02"
"2022/05/09","14:00","-0.266","-","-0.033"
"2022/05/09","15:00","-0.191","-","0.02"
"2022/05/09","16:00","-0.053","-","0.156"
"2022/05/09","17:00","0.122","-","0.376"
"2022/05/09","18:00","0.269","-","0.568"
"2022/05/09","19:00","0.323","-","0.609"
"2022/05/09","20:00","0.269","-","0.53"
"2022/05/09","21:00","0.14","-","0.348"
"2022/05/09","22:00","-0.022","-","0.152"
"2022/05/09","23:00","-0.171","-","0.051"
"2022/05/10","00:00","-0.263","-","0.015"
"2022/05/10","01:00","-0.281","-","0.036"
"2022/05/10","02:00","-0.247","-","0.06"
"2022/05/10","03:00","-0.168","-","0.13"
"2022/05/10","04:00","-0.039","-","0.264"
"2022/05/10","05:00","0.123","-","0.442"
"2022/05/10","06:00","0.265","-","0.63"
"2022/05/10","07:00","0.332","-","0.705"
"2022/05/10","08:00","0.299","-","0.662"
"2022/05/10","09:00","0.191","-","0.499"
"2022/05/10","10:00","0.041","-","0.302"
"2022/05/10","11:00","-0.119","-","0.121"
"2022/05/10","12:00","-0.25","-","-0.032"
"2022/05/10","13:00","-0.322","-","-0.093"
"2022/05/10","14:00","-0.336","-","-0.118"
"2022/05/10","15:00","-0.296","-","-0.094"
"2022/05/10","16:00","-0.186","-","0.018"
"2022/05/10","17:00","-0.008","-","0.179"
"2022/05/10","18:00","0.191","-","0.348"
"2022/05/10","19:00","0.34","-","0.495"
"2022/05/10","20:00","0.385","-","0.536"
"2022/05/10","21:00","0.32","-","0.475"
"2022/05/10","22:00","0.177","-","0.363"
"2022/05/10","23:00","-0.009","-","0.175"
"2022/05/11","00:00","-0.188","-","0.02"
"2022/05/11","01:00","-0.303","-","-0.1"
"2022/05/11","02:00","-0.337","-","-0.134"
"2022/05/11","03:00","-0.303","-","-0.065"
"2022/05/11","04:00","-0.206","-","0.051"
"2022/05/11","05:00","-0.047","-","0.195"
"2022/05/11","06:00","0.14","-","0.36"
"2022/05/11","07:00","0.295","-","0.505"
"2022/05/11","08:00","0.362","-","0.571"
"2022/05/11","09:00","0.325","-","0.554"
"2022/05/11","10:00","0.202","-","0.457"
"2022/05/11","11:00","0.025","-","0.242"
"2022/05/11","12:00","-0.169","-","0.035"
"2022/05/11","13:00","-0.322","-","-0.118"
"2022/05/11","14:00","-0.396","-","-0.186"
"2022/05/11","15:00","-0.393","-","-0.208"
"2022/05/11","16:00","-0.317","-","-0.164"
"2022/05/11","17:00","-0.16","-","-0.012"
"2022/05/11","18:00","0.058","-","0.208"
"2022/05/11","19:00","0.28","-","0.446"
"2022/05/11","20:00","0.436","-","0.58"
"2022/05/11","21:00","0.477","-","0.602"
"2022/05/11","22:00","0.395","-","0.495"
"2022/05/11","23:00","0.215","-","0.308"
"2022/05/12","00:00","-0.02","-","0.084"
"2022/05/12","01:00","-0.238","-","-0.121"
"2022/05/12","02:00","-0.375","-","-0.244"
"2022/05/12","03:00","-0.412","-","-0.281"
"2022/05/12","04:00","-0.365","-","-0.233"
"2022/05/12","05:00","-0.238","-","-0.124"
"2022/05/12","06:00","-0.047","-","0.051"
"2022/05/12","07:00","0.166","-","0.233"
"2022/05/12","08:00","0.338","-","0.426"
"2022/05/12","09:00","0.414","-","0.501"
"2022/05/12","10:00","0.368","-","0.452"
"2022/05/12","11:00","0.212","-","0.286"
"2022/05/12","12:00","-0.014","-","0.034"
"2022/05/12","13:00","-0.249","-","-0.194"
"2022/05/12","14:00","-0.416","-","-0.361"
"2022/05/12","15:00","-0.477","-","-0.418"
"2022/05/12","16:00","-0.44","-","-0.389"
"2022/05/12","17:00","-0.316","-","-0.262"
"2022/05/12","18:00","-0.112","-","-0.076"
"2022/05/12","19:00","0.142","-","0.154"
"2022/05/12","20:00","0.389","-","0.412"
"2022/05/12","21:00","0.558","-","0.588"
"2022/05/12","22:00","0.59","-","0.633"
"2022/05/12","23:00","0.47","-","0.478"
"2022/05/13","00:00","0.23","-","0.236"
"2022/05/13","01:00","-0.063","-","-0.043"
"2022/05/13","02:00","-0.319","-","-0.303"
"2022/05/13","03:00","-0.465","-","-0.4"
"2022/05/13","04:00","-0.491","-","-0.411"
"2022/05/13","05:00","-0.418","-","-0.373"
"2022/05/13","06:00","-0.263","-","-0.253"
"2022/05/13","07:00","-0.042","-","-0.027"
"2022/05/13","08:00","0.201","-","0.223"
"2022/05/13","09:00","0.4","-","0.453"
"2022/05/13","10:00","0.483","-","0.513"
"2022/05/13","11:00","0.412","-","0.428"
"2022/05/13","12:00","0.203","-","0.208"
"2022/05/13","13:00","-0.081","-","-0.082"
"2022/05/13","14:00","-0.35","-","-0.325"
"2022/05/13","15:00","-0.516","-","-0.486"
"2022/05/13","16:00","-0.546","-","-0.499"
"2022/05/13","17:00","-0.463","-","-0.443"
"2022/05/13","18:00","-0.293","-","-0.272"
"2022/05/13","19:00","-0.05","-","-0.048"
"2022/05/13","20:00","0.24","-","0.245"
"2022/05/13","21:00","0.517","-","0.555"
"2022/05/13","22:00","0.694","-","0.734"
"2022/05/13","23:00","0.699","-","0.738"
"2022/05/14","00:00","0.521","-","0.578"
"2022/05/14","01:00","0.212","-","0.237"
"2022/05/14","02:00","-0.136","-","-0.111"
"2022/05/14","03:00","-0.414","-","-0.381"
"2022/05/14","04:00","-0.553","-","-0.503"
"2022/05/14","05:00","-0.556","-","-0.51"
"2022/05/14","06:00","-0.459","-","-0.447"
"2022/05/14","07:00","-0.278","-","-0.267"
"2022/05/14","08:00","-0.026","-","0.011"
"2022/05/14","09:00","0.254","-","0.316"
"2022/05/14","10:00","0.477","-","0.52"
"2022/05/14","11:00","0.551","-","0.558"
"2022/05/14","12:00","0.436","-","0.434"
"2022/05/14","13:00","0.168","-","0.171"
"2022/05/14","14:00","-0.167","-","-0.173"
"2022/05/14","15:00","-0.454","-","-0.418"
"2022/05/14","16:00","-0.599","-","-0.558"
"2022/05/14","17:00","-0.586","-","-0.568"
"2022/05/14","18:00","-0.461","-","-0.46"
"2022/05/14","19:00","-0.255","-","-0.273"
"2022/05/14","20:00","0.023","-","0.034"
"2022/05/14","21:00","0.35","-","0.389"
"2022/05/14","22:00","0.65","-","0.666"
"2022/05/14","23:00","0.817","-","0.85"
"2022/05/15","00:00","0.777","-","0.849"
"2022/05/15","01:00","0.534","-","0.579"
"2022/05/15","02:00","0.161","-","0.181"
"2022/05/15","03:00","-0.225","-","-0.191"
"2022/05/15","04:00","-0.504","-","-0.454"
"2022/05/15","05:00","-0.619","-","-0.542"
"2022/05/15","06:00","-0.6","-","-0.529"
"2022/05/15","07:00","-0.485","-","-0.431"
"2022/05/15","08:00","-0.28","-","-0.205"
"2022/05/15","09:00","0.008","-","0.106"
"2022/05/15","10:00","0.321","-","0.43"
"2022/05/15","11:00","0.552","-","0.667"
"2022/05/15","12:00","0.6","-","0.702"
"2022/05/15","13:00","0.433","-","0.555"
"2022/05/15","14:00","0.109","-","0.245"
"2022/05/15","15:00","-0.26","-","-0.115"
"2022/05/15","16:00","-0.541","-","-0.39"
"2022/05/15","17:00","-0.648","-","-0.49"
"2022/05/15","18:00","-0.596","-","-0.43"
"2022/05/15","19:00","-0.44","-","-0.289"
"2022/05/15","20:00","-0.207","-","-0.047"
"2022/05/15","21:00","0.104","-","0.28"
"2022/05/15","22:00","0.459","-","0.636"
"2022/05/15","23:00","0.763","-","0.93"
"2022/05/16","00:00","0.903","-","1.081"
"2022/05/16","01:00","0.81","-","1.008"
"2022/05/16","02:00","0.506","-","0.685"
"2022/05/16","03:00","0.088","-","0.262"
"2022/05/16","04:00","-0.309","-","-0.145"
"2022/05/16","05:00","-0.567","-","-0.384"
"2022/05/16","06:00","-0.655","-","-0.49"
"2022/05/16","07:00","-0.619","-","-0.492"
"2022/05/16","08:00","-0.489","-","-0.375"
"2022/05/16","09:00","-0.259","-","-0.099"
"2022/05/16","10:00","0.058","-","0.232"
"2022/05/16","11:00","0.387","-","0.581"
"2022/05/16","12:00","0.607","-","0.774"
"2022/05/16","13:00","0.618","-","0.768"
"2022/05/16","14:00","0.404","-","0.578"
"2022/05/16","15:00","0.04","-","0.234"
"2022/05/16","16:00","-0.338","-","-0.17"
"2022/05/16","17:00","-0.594","-","-0.399"
"2022/05/16","18:00","-0.662","-","-0.445"
"2022/05/16","19:00","-0.58","-","-0.391"
"2022/05/16","20:00","-0.405","-","-0.221"
"2022/05/16","21:00","-0.15","-","0.067"
"2022/05/16","22:00","0.181","-","0.431"
"2022/05/16","23:00","0.543","-","0.821"
"2022/05/17","00:00","0.834","-","1.119"
"2022/05/17","01:00","0.937","-","1.24"
"2022/05/17","02:00","0.796","-","1.081"
"2022/05/17","03:00","0.45","-","0.717"
"2022/05/17","04:00","0.015","-","0.309"
"2022/05/17","05:00","-0.367","-","-0.108"
"2022/05/17","06:00","-0.594","-","-0.308"
"2022/05/17","07:00","-0.659","-","-0.409"
"2022/05/17","08:00","-0.609","-","-0.426"
"2022/05/17","09:00","-0.465","-","-0.377"
"2022/05/17","10:00","-0.219","-","-0.134"
"2022/05/17","11:00","0.11","-","0.244"
"2022/05/17","12:00","0.435","-","0.632"
"2022/05/17","13:00","0.634","-","0.808"
"2022/05/17","14:00","0.608","-","0.768"
"2022/05/17","15:00","0.358","-","0.51"
"2022/05/17","16:00","-0.022","-","0.13"
"2022/05/17","17:00","-0.387","-","-0.225"
"2022/05/17","18:00","-0.608","-","-0.448"
"2022/05/17","19:00","-0.645","-","-0.437"
"2022/05/17","20:00","-0.543","-","-0.349"
"2022/05/17","21:00","-0.357","-","-0.188"
"2022/05/17","22:00","-0.096","-","0.056"
"2022/05/17","23:00","0.235","-","0.358"
"2022/05/18","00:00","0.585","-","0.693"
"2022/05/18","01:00","0.852","-","0.951"
"2022/05/18","02:00","0.92","-","1.051"
"2022/05/18","03:00","0.745","-","0.904"
"2022/05/18","04:00","0.383","-","0.557"
"2022/05/18","05:00","-0.042","-","0.099"
"2022/05/18","06:00","-0.394","-","-0.272"
"2022/05/18","07:00","-0.588","-","-0.427"
"2022/05/18","08:00","-0.63","-","-0.493"
"2022/05/18","09:00","-0.569","-","-0.491"
"2022/05/18","10:00","-0.421","-","-0.374"
"2022/05/18","11:00","-0.175","-","-0.126"
"2022/05/18","12:00","0.147","-","0.228"
"2022/05/18","13:00","0.458","-","0.556"
"2022/05/18","14:00","0.632","-","0.709"
"2022/05/18","15:00","0.579","-","0.633"
"2022/05/18","16:00","0.313","-","0.353"
"2022/05/18","17:00","-0.061","-","-0.044"
"2022/05/18","18:00","-0.401","-","-0.371"
"2022/05/18","19:00","-0.589","-","-0.522"
"2022/05/18","20:00","-0.6","-","-0.482"
"2022/05/18","21:00","-0.488","-","-0.393"
"2022/05/18","22:00","-0.307","-","-0.219"
"2022/05/18","23:00","-0.061","-","0.002"
"2022/05/19","00:00","0.251","-","0.32"
"2022/05/19","01:00","0.581","-","0.648"
"2022/05/19","02:00","0.822","-","0.926"
"2022/05/19","03:00","0.865","-","1.026"
"2022/05/19","04:00","0.677","-","0.858"
"2022/05/19","05:00","0.323","-","0.476"
"2022/05/19","06:00","-0.077","-","0.047"
"2022/05/19","07:00","-0.393","-","-0.263"
"2022/05/19","08:00","-0.551","-","-0.425"
"2022/05/19","09:00","-0.573","-","-0.472"
"2022/05/19","10:00","-0.511","-","-0.428"
"2022/05/19","11:00","-0.374","-","-0.285"
"2022/05/19","12:00","-0.143","-","-0.021"
"2022/05/19","13:00","0.165","-","0.313"
"2022/05/19","14:00","0.459","-","0.598"
"2022/05/19","15:00","0.613","-","0.742"
"2022/05/19","16:00","0.546","-","0.69"
"2022/05/19","17:00","0.283","-","0.428"
"2022/05/19","18:00","-0.074","-","0.089"
"2022/05/19","19:00","-0.384","-","-0.184"
"2022/05/19","20:00","-0.54","-","-0.339"
"2022/05/19","21:00","-0.531","-","-0.324"
"2022/05/19","22:00","-0.426","-","-0.236"
"2022/05/19","23:00","-0.27","-","-0.069"
"2022/05/20","00:00","-0.055","-","0.108"
"2022/05/20","01:00","0.23","-","0.417"
"2022/05/20","02:00","0.538","-","0.696"
"2022/05/20","03:00","0.76","-","0.927"
"2022/05/20","04:00","0.791","-","0.964"
"2022/05/20","05:00","0.608","-","0.766"
"2022/05/20","06:00","0.273","-","0.425"
"2022/05/20","07:00","-0.094","-","0.053"
"2022/05/20","08:00","-0.368","-","-0.201"
"2022/05/20","09:00","-0.491","-","-0.303"
"2022/05/20","10:00","-0.503","-","-0.379"
"2022/05/20","11:00","-0.454","-","-0.359"
"2022/05/20","12:00","-0.34","-","-0.279"
"2022/05/20","13:00","-0.127","-","-0.047"
"2022/05/20","14:00","0.166","-","0.298"
"2022/05/20","15:00","0.448","-","0.592"
"2022/05/20","16:00","0.591","-","0.705"
"2022/05/20","17:00","0.524","-","0.61"
"2022/05/20","18:00","0.272","-","0.351"
"2022/05/20","19:00","-0.062","-","0.081"
"2022/05/20","20:00","-0.339","-","-0.2"
"2022/05/20","21:00","-0.464","-","-0.304"
"2022/05/20","22:00","-0.451","-","-0.283"
"2022/05/20","23:00","-0.373","-","-0.2"
"2022/05/21","00:00","-0.258","-","-0.077"
"2022/05/21","01:00","-0.077","-","0.113"
"2022/05/21","02:00","0.184","-","0.296"
"2022/05/21","03:00","0.474","-","0.637"
"2022/05/21","04:00","0.685","-","0.868"
"2022/05/21","05:00","0.715","-","0.925"
"2022/05/21","06:00","0.543","-","0.767"
"2022/05/21","07:00","0.233","-","0.451"
"2022/05/21","08:00","-0.096","-","0.121"
"2022/05/21","09:00","-0.326","-","-0.11"
"2022/05/21","10:00","-0.424","-","-0.218"
"2022/05/21","11:00","-0.441","-","-0.219"
"2022/05/21","12:00","-0.416","-","-0.223"
"2022/05/21","13:00","-0.323","-","-0.146"
"2022/05/21","14:00","-0.123","-","0.03"
"2022/05/21","15:00","0.164","-","0.295"
"2022/05/21","16:00","0.439","-","0.523"
"2022/05/21","17:00","0.579","-","0.636"
"2022/05/21","18:00","0.516","-","0.607"
"2022/05/21","19:00","0.278","-","0.413"
"2022/05/21","20:00","-0.027","-","0.133"
"2022/05/21","21:00","-0.27","-","-0.148"
"2022/05/21","22:00","-0.378","-","-0.32"
"2022/05/21","23:00","-0.381","-","-0.316"
"2022/05/22","00:00","-0.343","-","-0.246"
"2022/05/22","01:00","-0.268","-","-0.14"
"2022/05/22","02:00","-0.116","-","0.021"
"2022/05/22","03:00","0.129","-","0.27"
"2022/05/22","04:00","0.41","-","0.535"
"2022/05/22","05:00","0.614","-","0.749"
"2022/05/22","06:00","0.644","-","0.755"
"2022/05/22","07:00","0.483","-","0.581"
"2022/05/22","08:00","0.2","-","0.336"
"2022/05/22","09:00","-0.088","-","0.072"
"2022/05/22","10:00","-0.283","-","-0.132"
"2022/05/22","11:00","-0.373","-","-0.22"
"2022/05/22","12:00","-0.405","-","-0.265"
"2022/05/22","13:00","-0.4","-","-0.301"
"2022/05/22","14:00","-0.316","-","-0.194"
"2022/05/22","15:00","-0.117","-","-0.004"
"2022/05/22","16:00","0.17","-","0.283"
"2022/05/22","17:00","0.443","-","0.571"
"2022/05/22","18:00","0.579","-","0.691"
"2022/05/22","19:00","0.52","-","0.623"
"2022/05/22","20:00","0.301","-","0.404"
"2022/05/22","21:00","0.026","-","0.164"
"2022/05/22","22:00","-0.193","-","-0.072"
"2022/05/22","23:00","-0.302","-","-0.201"
"2022/05/23","00:00","-0.336","-","-0.204"
"2022/05/23","01:00","-0.338","-","-0.182"
"2022/05/23","02:00","-0.293","-","-0.135"
"2022/05/23","03:00","-0.155","-","-0.027"
"2022/05/23","04:00","0.082","-","0.161"
"2022/05/23","05:00","0.357","-","0.419"
"2022/05/23","06:00","0.552","-","0.66"
"2022/05/23","07:00","0.579","-","0.688"
"2022/05/23","08:00","0.431","-","0.531"
"2022/05/23","09:00","0.178","-","0.268"
"2022/05/23","10:00","-0.079","-","-0.061"
"2022/05/23","11:00","-0.258","-","-0.274"
"2022/05/23","12:00","-0.352","-","-0.366"
"2022/05/23","13:00","-0.397","-","-0.382"
"2022/05/23","14:00","-0.396","-","-0.318"
"2022/05/23","15:00","-0.306","-","-0.266"
"2022/05/23","16:00","-0.097","-","-0.07"
"2022/05/23","17:00","0.194","-","0.264"
"2022/05/23","18:00","0.461","-","0.523"
"2022/05/23","19:00","0.59","-","0.642"
"2022/05/23","20:00","0.536","-","0.571"
"2022/05/23","21:00","0.339","-","0.396"
"2022/05/23","22:00","0.084","-","0.163"
"2022/05/23","23:00","-0.13","-","-0.076"
"2022/05/24","00:00","-0.258","-","-0.216"
"2022/05/24","01:00","-0.324","-","-0.261"
"2022/05/24","02:00","-0.352","-","-0.254"
"2022/05/24","03:00","-0.319","-","-0.195"
"2022/05/24","04:00","-0.183","-","-0.08"
"2022/05/24","05:00","0.054","-","0.098"
"2022/05/24","06:00","0.319","-","0.36"
"2022/05/24","07:00","0.501","-","0.564"
"2022/05/24","08:00","0.525","-","0.577"
"2022/05/24","09:00","0.392","-","0.439"
"2022/05/24","10:00","0.158","-","0.181"
"2022/05/24","11:00","-0.087","-","-0.098"
"2022/05/24","12:00","-0.264","-","-0.319"
"2022/05/24","13:00","-0.361","-","-0.383"
"2022/05/24","14:00","-0.405","-","-0.361"
"2022/05/24","15:00","-0.391","-","-0.286"
"2022/05/24","16:00","-0.28","-","-0.195"
